Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
7	:	1522439777.257	   195.776	0	0	0	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/partialsums && timeout --signal=TERM 4m time ./partialsums.exe   < /dev/stdin > /dev/null
1	:	1522439777.242	   240.223	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/AMGmk && timeout --signal=TERM 4m time ./AMGmk.exe  < /dev/stdin > /dev/null
2	:	1522439777.245	   240.225	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/CrystalMk && timeout --signal=TERM 4m time ./CrystalMK.exe  < /dev/stdin > /dev/null
3	:	1522439777.247	   240.226	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/IRSmk && timeout --signal=TERM 4m time ./IRSmk.exe  irsmk_input  < /dev/stdin > /dev/null
4	:	1522439777.250	   240.227	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/fannkuch && timeout --signal=TERM 4m time ./fannkuch.exe   < /dev/stdin > /dev/null
5	:	1522439777.252	   240.230	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/n-body && timeout --signal=TERM 4m time ./nbody.exe   < /dev/stdin > /dev/null
6	:	1522439777.254	   240.240	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/nsieve-bits && timeout --signal=TERM 4m time ./nsieve-bits.exe   < /dev/stdin > /dev/null
8	:	1522439777.260	   240.240	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/puzzle && timeout --signal=TERM 4m time ./puzzle.exe   < /dev/stdin > /dev/null
9	:	1522439777.263	   240.242	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/recursive && timeout --signal=TERM 4m time ./recursive.exe   < /dev/stdin > /dev/null
10	:	1522439777.266	   240.244	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/spectral-norm && timeout --signal=TERM 4m time ./spectral-norm.exe   < /dev/stdin > /dev/null
11	:	1522439777.269	   240.247	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/drop3 && timeout --signal=TERM 4m time ./drop3.exe  input-file  < /dev/stdin > /dev/null
12	:	1522439973.039	   240.351	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/five11 && timeout --signal=TERM 4m time ./five11.exe  input-file  < /dev/stdin > /dev/null
