Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1522517482.934	   120.283	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/AMGmk && timeout --signal=TERM 2m time ./AMGmk.exe  < /dev/stdin > /dev/null
2	:	1522517482.936	   120.285	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/CrystalMk && timeout --signal=TERM 2m time ./CrystalMK.exe  < /dev/stdin > /dev/null
3	:	1522517482.938	   120.288	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/ASC_Sequoia/IRSmk && timeout --signal=TERM 2m time ./IRSmk.exe  irsmk_input  < /dev/stdin > /dev/null
4	:	1522517482.940	   120.289	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/fannkuch && timeout --signal=TERM 2m time ./fannkuch.exe   < /dev/stdin > /dev/null
5	:	1522517482.942	   120.292	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/n-body && timeout --signal=TERM 2m time ./nbody.exe   < /dev/stdin > /dev/null
6	:	1522517482.945	   120.294	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/nsieve-bits && timeout --signal=TERM 2m time ./nsieve-bits.exe   < /dev/stdin > /dev/null
7	:	1522517482.947	   120.296	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/partialsums && timeout --signal=TERM 2m time ./partialsums.exe   < /dev/stdin > /dev/null
8	:	1522517482.950	   120.297	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/puzzle && timeout --signal=TERM 2m time ./puzzle.exe   < /dev/stdin > /dev/null
9	:	1522517482.962	   120.291	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/recursive && timeout --signal=TERM 2m time ./recursive.exe   < /dev/stdin > /dev/null
10	:	1522517482.965	   120.295	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BenchmarkGame/spectral-norm && timeout --signal=TERM 2m time ./spectral-norm.exe   < /dev/stdin > /dev/null
11	:	1522517603.222	   120.154	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/drop3 && timeout --signal=TERM 2m time ./drop3.exe  input-file  < /dev/stdin > /dev/null
12	:	1522517603.226	   120.154	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/five11 && timeout --signal=TERM 2m time ./five11.exe  input-file  < /dev/stdin > /dev/null
13	:	1522517603.230	   120.154	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/uudecode && timeout --signal=TERM 2m time ./uudecode.exe  input-file  < /dev/stdin > /dev/null
14	:	1522517603.234	   120.154	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/BitBench/uuencode && timeout --signal=TERM 2m time ./uuencode.exe  input  < /dev/stdin > /dev/null
15	:	1522517603.239	   120.152	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/CoyoteBench/almabench && timeout --signal=TERM 2m time ./almabench.exe   < /dev/stdin > /dev/null
16	:	1522517603.243	   120.152	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/CoyoteBench/huffbench && timeout --signal=TERM 2m time ./huffbench.exe   < /dev/stdin > /dev/null
17	:	1522517603.248	   120.152	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/CoyoteBench/lpbench && timeout --signal=TERM 2m time ./lpbench.exe   < /dev/stdin > /dev/null
18	:	1522517603.253	   120.151	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/miniAMR && timeout --signal=TERM 2m time ./miniAMR.exe  --nx 8 --ny 8 --nz 8 --num_tsteps 100  < /dev/stdin > /dev/null
19	:	1522517603.260	   120.151	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/miniGMG && timeout --signal=TERM 2m time ./miniGMG.exe  6  2 2 2  1 1 1  < /dev/stdin > /dev/null
20	:	1522517603.280	   120.135	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/Pathfinder && timeout --signal=TERM 2m time ./Pathfinder.exe  -x medsmall1.adj_list  < /dev/stdin > /dev/null
27	:	1522517723.405	     0.016	0	0	0	0	cd /home/guilhermel/Programs/tf_faun/Benchs/McGill/exptree && timeout --signal=TERM 2m time ./exptree.exe   < /dev/stdin > /dev/null
21	:	1522517723.380	   120.140	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/RSBench && timeout --signal=TERM 2m time ./RSBench.exe  -s small -l 100000 -p 1000 -w 1000  < /dev/stdin > /dev/null
22	:	1522517723.384	   120.141	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/SimpleMOC && timeout --signal=TERM 2m time ./SimpleMOC.exe  -i default.in  < /dev/stdin > /dev/null
23	:	1522517723.388	   120.141	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/DOE_ProxyApps_C/XSBench && timeout --signal=TERM 2m time ./XSBench.exe  -s small -g 1250 -l 1000000  < /dev/stdin > /dev/null
24	:	1522517723.391	   120.141	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/Dhrystone/dry && timeout --signal=TERM 2m time ./dry.exe   < /dev/stdin > /dev/null
25	:	1522517723.396	   120.141	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/Dhrystone/fldry && timeout --signal=TERM 2m time ./fldry.exe   < /dev/stdin > /dev/null
26	:	1522517723.400	   120.140	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/McGill/chomp && timeout --signal=TERM 2m time ./chomp.exe   < /dev/stdin > /dev/null
28	:	1522517723.411	   120.134	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/McGill/misr && timeout --signal=TERM 2m time ./misr.exe   < /dev/stdin > /dev/null
29	:	1522517723.416	   120.135	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/McGill/queens && timeout --signal=TERM 2m time ./queens.exe   < /dev/stdin > /dev/null
30	:	1522517723.421	   120.134	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/MiBench/automotive-basicmath && timeout --signal=TERM 2m time ./automotive-basicmath.exe  < /dev/stdin > /dev/null
31	:	1522517723.426	   120.134	0	0	124	0	cd /home/guilhermel/Programs/tf_faun/Benchs/MiBench/automotive-bitcount && timeout --signal=TERM 2m time ./automotive-bitcount.exe  1125000  < /dev/stdin > /dev/null
38	:	1522517843.551	     0.519	0	0	0	0	cd /home/guilhermel/Programs/tf_faun/Benchs/MiBench/security-blowfish && timeout --signal=TERM 2m time ./security-blowfish.exe  d output_large.enc output_large.asc 1234567890abcdeffedcba0987654321  < /dev/stdin > /dev/null
